image,colour_hex,colour_name,colour_family,colour_role,colour_share,chromatic,slot,n_match,n_near,best_delta_e,match_ids,near_ids
content/swipe/fashion shows ss27/IMG_0061.jpeg,EBDECA,cream,warm neutral,accent,0.15,True,top,26,15,0.8,B062-P006;B058-P007;B033-P001;B042-P025;B038-P002;B042-P024;B061-P005;B062-P013,B052-P002;B011-P007;B042-P029;B030-P001;B057-P006;B025-P003;B062-P003;B030-P003
content/swipe/fashion shows ss27/IMG_0061.jpeg,EBDECA,cream,warm neutral,accent,0.15,True,bottom,11,7,4.3,B021-P011;B042-P039;B021-P010;B048-P003;B042-P038;B007-P002;B011-P002;B015-P004,B051-P001;B051-P002;B050-P007;B050-P002;B050-P008;B051-P003;B048-P002
content/swipe/fashion shows ss27/IMG_0061.jpeg,EBDECA,cream,warm neutral,accent,0.15,True,dress,1,1,4.2,B042-P032,B042-P010
content/swipe/fashion shows ss27/IMG_0061.jpeg,EBDECA,cream,warm neutral,accent,0.15,True,shoes,0,2,15.4,,B062-P017;B053-P001
content/swipe/fashion shows ss27/IMG_0061.jpeg,EBDECA,cream,warm neutral,accent,0.15,True,accessory,3,0,9.2,B020-P006;B045-P004;B025-P008,
content/swipe/fashion shows ss27/IMG_0061.jpeg,EBDECA,cream,warm neutral,accent,0.15,True,base,2,0,6.0,B004-P001;B062-P007,
content/swipe/fashion shows ss27/IMG_0061.jpeg,EBDECA,cream,warm neutral,accent,0.15,True,multiple,49,22,2.0,B036-P002;B023-P002;B046-P007;B023-P003;B023-P005;B044-P014;B022-P002;B023-P016,B022-P020;B024-P001;B023-P010;B024-P006;B022-P021;B057-P004;B044-P004;B024-P002
content/swipe/fashion shows ss27/IMG_0061.jpeg,CAB398,oatmeal,warm neutral,secondary,0.139,True,layer,12,12,0.9,B048-P001;B046-P003;B001-P001;B009-P001;B021-P017;B060-P002;B054-P006;B021-P016,B021-P022;B058-P005;B060-P006;B043-P002;B021-P021;B019-P004;B043-P004;B011-P006
content/swipe/fashion shows ss27/IMG_0061.jpeg,CAB398,oatmeal,warm neutral,secondary,0.139,True,top,26,25,2.2,B030-P001;B030-P003;B042-P009;B057-P006;B042-P029;B058-P002;B059-P003;B021-P025,B028-P014;B058-P007;B030-P002;B062-P002;B042-P025;B033-P001;B025-P001;B010-P005
content/swipe/fashion shows ss27/IMG_0061.jpeg,CAB398,oatmeal,warm neutral,secondary,0.139,True,bottom,12,8,2.3,B042-P041;B042-P040;B021-P010;B021-P011;B007-P002;B051-P001;B051-P002;B042-P038,B042-P039;B011-P002;B048-P003;B015-P004;B050-P003;B044-P010;B048-P002;B062-P021
content/swipe/fashion shows ss27/IMG_0061.jpeg,CAB398,oatmeal,warm neutral,secondary,0.139,True,dress,2,0,3.9,B042-P032;B042-P010,
content/swipe/fashion shows ss27/IMG_0061.jpeg,CAB398,oatmeal,warm neutral,secondary,0.139,True,shoes,1,2,7.4,B053-P001,B029-P002;B062-P017
content/swipe/fashion shows ss27/IMG_0061.jpeg,CAB398,oatmeal,warm neutral,secondary,0.139,True,accessory,0,4,14.6,,B025-P008;B045-P004;B020-P006;B037-P008
content/swipe/fashion shows ss27/IMG_0061.jpeg,CAB398,oatmeal,warm neutral,secondary,0.139,True,base,2,2,6.0,B004-P001;B003-P001,B062-P007;B026-P009
content/swipe/fashion shows ss27/IMG_0061.jpeg,CAB398,oatmeal,warm neutral,secondary,0.139,True,multiple,51,32,3.8,B022-P019;B062-P020;B044-P004;B042-P002;B022-P006;B026-P007;B026-P001;B022-P018,B023-P001;B042-P006;B046-P008;B036-P002;B044-P015;B022-P020;B045-P001;B021-P008
content/swipe/fashion shows ss27/IMG_0061.jpeg,6C5949,tobacco,brown,secondary,0.132,True,layer,18,31,1.1,B040-P003;B040-P002;B021-P002;B054-P007;B041-P005;B041-P004;B021-P014;B043-P003,B042-P016;B043-P001;B027-P005;B042-P035;B008-P003;B023-P012;B054-P001;B054-P002
content/swipe/fashion shows ss27/IMG_0061.jpeg,6C5949,tobacco,brown,secondary,0.132,True,top,13,43,1.6,B027-P004;B055-P002;B062-P005;B032-P002;B032-P004;B057-P005;B051-P004;B059-P005,B030-P001;B052-P001;B041-P009;B031-P002;B042-P001;B008-P002;B040-P001;B053-P003
content/swipe/fashion shows ss27/IMG_0061.jpeg,6C5949,tobacco,brown,secondary,0.132,True,bottom,4,7,1.7,B042-P041;B042-P040;B020-P003;B052-P003,B052-P004;B044-P010;B050-P002;B048-P003;B050-P003;B015-P002;B015-P004
content/swipe/fashion shows ss27/IMG_0061.jpeg,6C5949,tobacco,brown,secondary,0.132,True,dress,0,2,16.9,,B041-P006;B041-P007
content/swipe/fashion shows ss27/IMG_0061.jpeg,6C5949,tobacco,brown,secondary,0.132,True,shoes,4,4,6.8,B029-P002;B001-P004;B009-P004;B062-P017,B039-P003;B053-P001;B055-P001;B037-P004
content/swipe/fashion shows ss27/IMG_0061.jpeg,6C5949,tobacco,brown,secondary,0.132,True,bag,1,2,11.2,B056-P004,B054-P003;B043-P005
content/swipe/fashion shows ss27/IMG_0061.jpeg,6C5949,tobacco,brown,secondary,0.132,True,accessory,2,8,7.9,B019-P002;B037-P009,B037-P008;B031-P009;B032-P001;B055-P003;B021-P001;B020-P006;B021-P009;B025-P008
content/swipe/fashion shows ss27/IMG_0061.jpeg,6C5949,tobacco,brown,secondary,0.132,True,base,2,4,11.4,B062-P007;B002-P001,B005-P001;B062-P008;B003-P001;B026-P009
content/swipe/fashion shows ss27/IMG_0061.jpeg,6C5949,tobacco,brown,secondary,0.132,True,multiple,21,52,2.4,B049-P003;B022-P013;B022-P014;B022-P020;B021-P026;B046-P006;B020-P005;B023-P001,B023-P011;B044-P005;B028-P010;B022-P017;B027-P011;B046-P009;B052-P007;B022-P007
content/swipe/fashion shows ss27/IMG_0150.png,0F0C11,black,black,dominant,0.572,False,layer,80,11,0.7,B023-P013;B023-P012;B037-P001;B037-P006;B055-P008;B042-P042;B042-P013;B042-P016,B060-P005;B027-P008;B041-P004;B015-P003;B013-P001;B021-P027;B055-P014;B030-P010
content/swipe/fashion shows ss27/IMG_0150.png,0F0C11,black,black,dominant,0.572,False,top,58,16,2.0,B008-P002;B007-P003;B031-P007;B042-P028;B039-P007;B042-P024;B054-P004;B012-P003,B016-P003;B041-P008;B031-P005;B059-P003;B026-P010;B052-P002;B025-P001;B045-P002
content/swipe/fashion shows ss27/IMG_0150.png,0F0C11,black,black,dominant,0.572,False,bottom,23,5,2.7,B042-P038;B042-P040;B042-P023;B015-P002;B042-P033;B019-P001;B052-P006;B021-P003,B016-P001;B018-P002;B048-P004;B021-P011;B021-P010
content/swipe/fashion shows ss27/IMG_0150.png,0F0C11,black,black,dominant,0.572,False,dress,10,0,1.9,B042-P021;B042-P011;B042-P010;B042-P030;B041-P002;B042-P014;B041-P006;B033-P004,
content/swipe/fashion shows ss27/IMG_0150.png,0F0C11,black,black,dominant,0.572,False,shoes,3,6,6.1,B001-P004;B009-P004;B039-P003,B037-P004;B029-P002;B053-P001;B001-P002;B009-P002;B055-P001
content/swipe/fashion shows ss27/IMG_0150.png,0F0C11,black,black,dominant,0.572,False,bag,6,0,2.3,B043-P006;B043-P005;B056-P004;B053-P005;B054-P003;B053-P004,
content/swipe/fashion shows ss27/IMG_0150.png,0F0C11,black,black,dominant,0.572,False,accessory,6,3,3.1,B031-P001;B031-P009;B032-P001;B055-P003;B019-P002;B021-P001,B021-P009;B020-P006;B025-P008
content/swipe/fashion shows ss27/IMG_0150.png,0F0C11,black,black,dominant,0.572,False,base,4,0,3.0,B062-P008;B062-P007;B003-P001;B005-P001,
content/swipe/fashion shows ss27/IMG_0150.png,0F0C11,black,black,dominant,0.572,False,multiple,77,17,2.7,B024-P001;B036-P001;B026-P001;B034-P001;B022-P017;B023-P007;B039-P004;B024-P005,B044-P009;B044-P013;B033-P002;B023-P001;B036-P003;B050-P001;B023-P010;B024-P006
content/swipe/fashion shows ss27/IMG_0150.png,45373B,dark grey,grey,secondary,0.204,False,layer,53,44,4.0,B060-P002;B059-P001;B042-P016;B055-P008;B023-P012;B028-P001;B041-P004;B008-P003,B060-P004;B027-P008;B048-P001;B037-P002;B054-P002;B061-P001;B021-P002;B012-P001
content/swipe/fashion shows ss27/IMG_0150.png,45373B,dark grey,grey,secondary,0.204,False,top,48,37,2.7,B058-P003;B062-P010;B030-P004;B027-P002;B034-P002;B028-P013;B052-P002;B062-P011,B031-P004;B021-P005;B031-P007;B057-P003;B042-P009;B016-P003;B041-P008;B062-P009
content/swipe/fashion shows ss27/IMG_0150.png,45373B,dark grey,grey,secondary,0.204,False,bottom,11,20,6.6,B015-P002;B020-P001;B020-P003;B021-P011;B018-P002;B016-P001;B021-P010;B020-P004,B011-P002;B044-P018;B021-P003;B015-P001;B021-P015;B041-P003;B042-P022;B052-P006
content/swipe/fashion shows ss27/IMG_0150.png,45373B,dark grey,grey,secondary,0.204,False,dress,4,6,4.8,B041-P006;B041-P007;B033-P004;B042-P031,B042-P014;B042-P010;B042-P011;B041-P002;B042-P021;B042-P030
content/swipe/fashion shows ss27/IMG_0150.png,45373B,dark grey,grey,secondary,0.204,False,shoes,7,3,6.4,B001-P004;B009-P004;B039-P003;B037-P004;B029-P002;B053-P001;B055-P001,B062-P017;B001-P002;B009-P002
content/swipe/fashion shows ss27/IMG_0150.png,45373B,dark grey,grey,secondary,0.204,False,bag,5,1,8.4,B054-P003;B043-P005;B056-P004;B053-P004;B053-P005,B043-P006
content/swipe/fashion shows ss27/IMG_0150.png,45373B,dark grey,grey,secondary,0.204,False,accessory,8,2,3.7,B031-P009;B032-P001;B020-P006;B021-P001;B021-P009;B019-P002;B055-P003;B037-P009,B025-P008;B031-P001
content/swipe/fashion shows ss27/IMG_0150.png,45373B,dark grey,grey,secondary,0.204,False,base,5,1,2.5,B005-P001;B062-P008;B002-P001;B062-P007;B003-P001,B026-P009
content/swipe/fashion shows ss27/IMG_0150.png,45373B,dark grey,grey,secondary,0.204,False,multiple,78,28,2.6,B046-P009;B024-P006;B033-P002;B022-P021;B050-P001;B022-P007;B022-P013;B032-P003,B023-P016;B044-P003;B024-P009;B024-P007;B042-P006;B049-P002;B024-P005;B023-P001
content/swipe/fashion shows ss27/IMG_0150.png,2E1E21,oxblood,red,secondary,0.199,True,layer,73,20,3.5,B008-P003;B060-P003;B027-P006;B060-P002;B059-P001;B015-P003;B023-P013;B013-P001,B040-P004;B062-P014;B039-P006;B055-P010;B039-P005;B042-P018;B055-P007;B021-P027
content/swipe/fashion shows ss27/IMG_0150.png,2E1E21,oxblood,red,secondary,0.199,True,top,60,22,1.6,B021-P023;B062-P010;B021-P012;B034-P002;B021-P004;B007-P001;B058-P003;B030-P004,B010-P004;B025-P002;B012-P003;B016-P003;B031-P008;B062-P004;B058-P004;B031-P006
content/swipe/fashion shows ss27/IMG_0150.png,2E1E21,oxblood,red,secondary,0.199,True,bottom,22,7,3.9,B015-P005;B018-P002;B016-P001;B021-P011;B015-P002;B021-P010;B052-P006;B020-P001,B041-P003;B015-P001;B044-P019;B049-P001;B050-P003;B044-P008;B048-P004
content/swipe/fashion shows ss27/IMG_0150.png,2E1E21,oxblood,red,secondary,0.199,True,dress,10,0,5.1,B041-P006;B033-P004;B041-P007;B042-P010;B042-P031;B042-P014;B042-P011;B042-P021,
content/swipe/fashion shows ss27/IMG_0150.png,2E1E21,oxblood,red,secondary,0.199,True,shoes,6,3,4.7,B001-P004;B009-P004;B039-P003;B055-P001;B029-P002;B037-P004,B053-P001;B001-P002;B009-P002
content/swipe/fashion shows ss27/IMG_0150.png,2E1E21,oxblood,red,secondary,0.199,True,bag,6,0,7.5,B054-P003;B043-P005;B053-P005;B053-P004;B056-P004;B043-P006,
content/swipe/fashion shows ss27/IMG_0150.png,2E1E21,oxblood,red,secondary,0.199,True,accessory,7,3,3.8,B021-P009;B031-P009;B032-P001;B020-P006;B019-P002;B021-P001;B025-P008,B031-P001;B055-P003;B037-P009
content/swipe/fashion shows ss27/IMG_0150.png,2E1E21,oxblood,red,secondary,0.199,True,base,4,1,5.5,B062-P007;B003-P001;B062-P008;B005-P001,B002-P001
content/swipe/fashion shows ss27/IMG_0150.png,2E1E21,oxblood,red,secondary,0.199,True,multiple,89,15,2.4,B022-P005;B033-P002;B024-P002;B023-P017;B036-P003;B032-P003;B024-P006;B016-P004,B039-P004;B023-P010;B045-P001;B034-P004;B044-P013;B022-P022;B036-P004;B046-P001
content/swipe/fashion shows ss27/IMG_0151.jpeg,382C31,oxblood,red,dominant,0.293,True,layer,72,23,4.9,B008-P003;B059-P001;B060-P002;B023-P012;B055-P008;B021-P020;B053-P006;B019-P003,B055-P007;B055-P010;B037-P001;B041-P001;B042-P042;B035-P001;B040-P006;B039-P005
content/swipe/fashion shows ss27/IMG_0151.jpeg,382C31,oxblood,red,dominant,0.293,True,top,63,21,2.8,B062-P010;B030-P004;B058-P003;B027-P002;B021-P023;B034-P002;B062-P003;B027-P001,B021-P006;B025-P002;B012-P003;B059-P005;B055-P006;B025-P003;B062-P004;B031-P008
content/swipe/fashion shows ss27/IMG_0151.jpeg,382C31,oxblood,red,dominant,0.293,True,bottom,20,10,4.9,B015-P002;B020-P001;B018-P002;B015-P005;B056-P001;B011-P002;B016-P001;B021-P011,B019-P001;B042-P040;B042-P038;B042-P023;B042-P033;B044-P019;B048-P004;B044-P008
content/swipe/fashion shows ss27/IMG_0151.jpeg,382C31,oxblood,red,dominant,0.293,True,dress,7,3,4.4,B041-P006;B033-P004;B041-P007;B042-P031;B042-P014;B042-P010;B042-P011,B041-P002;B042-P021;B042-P030
content/swipe/fashion shows ss27/IMG_0151.jpeg,382C31,oxblood,red,dominant,0.293,True,shoes,7,3,7.8,B001-P004;B009-P004;B037-P004;B039-P003;B029-P002;B053-P001;B055-P001,B001-P002;B009-P002;B062-P017
content/swipe/fashion shows ss27/IMG_0151.jpeg,382C31,oxblood,red,dominant,0.293,True,bag,5,1,6.6,B043-P005;B056-P004;B053-P004;B054-P003;B053-P005,B043-P006
content/swipe/fashion shows ss27/IMG_0151.jpeg,382C31,oxblood,red,dominant,0.293,True,accessory,7,3,5.0,B031-P009;B032-P001;B021-P001;B021-P009;B020-P006;B019-P002;B055-P003,B031-P001;B025-P008;B037-P009
content/swipe/fashion shows ss27/IMG_0151.jpeg,382C31,oxblood,red,dominant,0.293,True,base,5,0,4.4,B062-P008;B005-P001;B062-P007;B003-P001;B002-P001,
content/swipe/fashion shows ss27/IMG_0151.jpeg,382C31,oxblood,red,dominant,0.293,True,multiple,92,14,4.2,B024-P006;B034-P001;B026-P004;B056-P005;B044-P017;B046-P009;B056-P006;B019-P007,B044-P001;B022-P020;B036-P004;B039-P004;B034-P004;B022-P015;B020-P005;B045-P001
content/swipe/fashion shows ss27/IMG_0151.jpeg,1D161A,off-black,black,secondary,0.245,False,layer,84,7,2.2,B060-P002;B001-P001;B009-P001;B046-P003;B055-P008;B060-P003;B061-P002;B030-P009,B061-P004;B021-P027;B030-P010;B027-P007;B042-P018;B055-P009;B055-P014
content/swipe/fashion shows ss27/IMG_0151.jpeg,1D161A,off-black,black,secondary,0.245,False,top,62,17,2.0,B034-P002;B055-P005;B007-P003;B058-P003;B031-P007;B018-P001;B027-P002;B059-P008,B042-P026;B062-P011;B058-P007;B021-P006;B011-P003;B054-P005;B045-P002;B059-P003
content/swipe/fashion shows ss27/IMG_0151.jpeg,1D161A,off-black,black,secondary,0.245,False,bottom,26,3,4.5,B052-P006;B015-P002;B021-P003;B011-P002;B042-P040;B042-P022;B042-P038;B019-P001,B021-P010;B048-P004;B050-P003
content/swipe/fashion shows ss27/IMG_0151.jpeg,1D161A,off-black,black,secondary,0.245,False,dress,10,0,3.5,B033-P004;B041-P006;B042-P011;B042-P021;B042-P010;B042-P030;B042-P014;B042-P031,
content/swipe/fashion shows ss27/IMG_0151.jpeg,1D161A,off-black,black,secondary,0.245,False,shoes,5,4,3.1,B001-P004;B009-P004;B039-P003;B037-P004;B029-P002,B053-P001;B055-P001;B001-P002;B009-P002
content/swipe/fashion shows ss27/IMG_0151.jpeg,1D161A,off-black,black,secondary,0.245,False,bag,6,0,4.2,B053-P005;B054-P003;B043-P006;B056-P004;B043-P005;B053-P004,
content/swipe/fashion shows ss27/IMG_0151.jpeg,1D161A,off-black,black,secondary,0.245,False,accessory,7,2,3.7,B031-P009;B032-P001;B019-P002;B021-P001;B031-P001;B021-P009;B055-P003,B020-P006;B025-P008
content/swipe/fashion shows ss27/IMG_0151.jpeg,1D161A,off-black,black,secondary,0.245,False,base,4,1,4.6,B062-P007;B062-P008;B003-P001;B005-P001,B002-P001
content/swipe/fashion shows ss27/IMG_0151.jpeg,1D161A,off-black,black,secondary,0.245,False,multiple,89,13,3.1,B024-P001;B033-P005;B024-P005;B022-P011;B027-P011;B032-P003;B026-P001;B021-P008,B023-P010;B022-P007;B023-P011;B022-P013;B044-P011;B022-P015;B045-P001;B046-P001
content/swipe/fashion shows ss27/IMG_0151.jpeg,52474D,dark grey,grey,secondary,0.241,False,layer,35,59,5.6,B053-P006;B027-P007;B023-P012;B042-P035;B043-P001;B027-P005;B042-P015;B054-P002,B021-P020;B012-P004;B030-P009;B012-P002;B060-P004;B013-P001;B030-P008;B008-P001
content/swipe/fashion shows ss27/IMG_0151.jpeg,52474D,dark grey,grey,secondary,0.241,False,top,26,55,4.9,B008-P002;B057-P006;B058-P003;B057-P005;B034-P002;B030-P002;B054-P005;B014-P001,B031-P005;B060-P001;B037-P003;B062-P002;B062-P003;B028-P012;B028-P007;B021-P023
content/swipe/fashion shows ss27/IMG_0151.jpeg,52474D,dark grey,grey,secondary,0.241,False,bottom,3,25,9.3,B015-P002;B020-P003;B049-P001,B020-P001;B015-P001;B048-P003;B056-P001;B042-P041;B021-P011;B011-P002;B020-P004
content/swipe/fashion shows ss27/IMG_0151.jpeg,52474D,dark grey,grey,secondary,0.241,False,dress,1,8,9.9,B041-P006,B041-P007;B033-P004;B042-P031;B042-P014;B042-P011;B042-P010;B041-P002;B042-P021
content/swipe/fashion shows ss27/IMG_0151.jpeg,52474D,dark grey,grey,secondary,0.241,False,shoes,6,4,4.6,B001-P004;B009-P004;B037-P004;B053-P001;B039-P003;B029-P002,B062-P017;B055-P001;B001-P002;B009-P002
content/swipe/fashion shows ss27/IMG_0151.jpeg,52474D,dark grey,grey,secondary,0.241,False,bag,3,3,8.7,B053-P005;B056-P004;B054-P003,B043-P005;B053-P004;B043-P006
content/swipe/fashion shows ss27/IMG_0151.jpeg,52474D,dark grey,grey,secondary,0.241,False,accessory,7,6,4.9,B021-P001;B020-P006;B037-P009;B031-P009;B032-P001;B021-P009;B055-P003,B019-P002;B037-P008;B001-P003;B009-P003;B025-P008;B031-P001
content/swipe/fashion shows ss27/IMG_0151.jpeg,52474D,dark grey,grey,secondary,0.241,False,base,3,3,6.4,B002-P001;B005-P001;B062-P008,B062-P007;B003-P001;B026-P009
content/swipe/fashion shows ss27/IMG_0151.jpeg,52474D,dark grey,grey,secondary,0.241,False,multiple,56,49,4.1,B046-P009;B046-P001;B033-P002;B023-P015;B022-P012;B024-P004;B022-P021;B006-P001,B026-P008;B036-P001;B052-P007;B019-P006;B026-P005;B042-P007;B020-P005;B046-P005
content/swipe/fashion shows ss27/IMG_0151.jpeg,492919,espresso,brown,accent,0.147,True,layer,20,58,2.6,B042-P018;B021-P002;B021-P022;B021-P027;B015-P003;B013-P001;B042-P016;B059-P001,B023-P013;B055-P008;B021-P014;B027-P006;B030-P010;B028-P001;B037-P007;B021-P020
content/swipe/fashion shows ss27/IMG_0151.jpeg,492919,espresso,brown,accent,0.147,True,top,32,44,0.8,B025-P003;B041-P008;B031-P008;B007-P003;B021-P024;B026-P010;B031-P002;B041-P009,B032-P002;B027-P001;B062-P009;B027-P002;B021-P012;B030-P002;B021-P006;B054-P004
content/swipe/fashion shows ss27/IMG_0151.jpeg,492919,espresso,brown,accent,0.147,True,bottom,5,20,3.5,B050-P003;B021-P011;B021-P010;B021-P003;B018-P002,B020-P003;B016-P001;B015-P005;B052-P003;B052-P004;B020-P004;B020-P001;B015-P002
content/swipe/fashion shows ss27/IMG_0151.jpeg,492919,espresso,brown,accent,0.147,True,dress,3,7,8.8,B041-P007;B041-P006;B042-P010,B033-P004;B042-P031;B042-P014;B042-P030;B042-P011;B042-P021;B041-P002
content/swipe/fashion shows ss27/IMG_0151.jpeg,492919,espresso,brown,accent,0.147,True,shoes,3,4,3.6,B055-P001;B039-P003;B029-P002,B001-P004;B009-P004;B037-P004;B053-P001
content/swipe/fashion shows ss27/IMG_0151.jpeg,492919,espresso,brown,accent,0.147,True,bag,1,5,6.3,B054-P003,B043-P005;B056-P004;B053-P004;B053-P005;B043-P006
content/swipe/fashion shows ss27/IMG_0151.jpeg,492919,espresso,brown,accent,0.147,True,accessory,3,6,7.5,B025-P008;B031-P009;B032-P001,B021-P009;B020-P006;B021-P001;B019-P002;B055-P003;B037-P009
content/swipe/fashion shows ss27/IMG_0151.jpeg,492919,espresso,brown,accent,0.147,True,base,3,3,2.6,B003-P001;B062-P008;B005-P001,B002-P001;B062-P007;B026-P009
content/swipe/fashion shows ss27/IMG_0151.jpeg,492919,espresso,brown,accent,0.147,True,multiple,27,71,6.0,B042-P007;B045-P001;B026-P007;B022-P007;B023-P006;B032-P003;B023-P001;B036-P001,B046-P009;B026-P004;B023-P017;B042-P006;B023-P011;B034-P001;B016-P004;B023-P008
content/swipe/fashion shows ss27/IMG_0152.jpeg,191920,navy,blue,dominant,0.877,True,layer,80,11,1.7,B035-P003;B011-P005;B035-P002;B017-P001;B037-P006;B030-P009;B037-P002;B055-P007,B021-P002;B041-P004;B027-P008;B015-P003;B013-P001;B027-P007;B055-P014;B030-P010
content/swipe/fashion shows ss27/IMG_0152.jpeg,191920,navy,blue,dominant,0.877,True,top,61,16,1.5,B018-P001;B031-P003;B031-P007;B007-P003;B059-P008;B031-P004;B055-P005;B010-P004,B016-P003;B058-P007;B059-P003;B041-P008;B052-P002;B054-P005;B026-P010;B045-P002
content/swipe/fashion shows ss27/IMG_0152.jpeg,191920,navy,blue,dominant,0.877,True,bottom,24,4,1.2,B021-P003;B011-P002;B011-P001;B015-P002;B044-P018;B056-P001;B015-P001;B042-P022,B016-P001;B018-P002;B021-P011;B021-P010
content/swipe/fashion shows ss27/IMG_0152.jpeg,191920,navy,blue,dominant,0.877,True,dress,10,0,2.7,B042-P011;B041-P002;B042-P021;B042-P014;B042-P030;B042-P031;B033-P004;B042-P010,
content/swipe/fashion shows ss27/IMG_0152.jpeg,191920,navy,blue,dominant,0.877,True,shoes,5,4,7.2,B001-P004;B009-P004;B039-P003;B037-P004;B053-P001,B001-P002;B009-P002;B029-P002;B055-P001
content/swipe/fashion shows ss27/IMG_0152.jpeg,191920,navy,blue,dominant,0.877,True,bag,6,0,4.9,B053-P005;B043-P006;B056-P004;B043-P005;B053-P004;B054-P003,
content/swipe/fashion shows ss27/IMG_0152.jpeg,191920,navy,blue,dominant,0.877,True,accessory,6,4,2.7,B019-P002;B031-P001;B021-P001;B031-P009;B032-P001;B055-P003,B021-P009;B020-P006;B025-P008;B037-P009
content/swipe/fashion shows ss27/IMG_0152.jpeg,191920,navy,blue,dominant,0.877,True,base,4,1,6.3,B005-P001;B062-P008;B062-P007;B003-P001,B002-P001
content/swipe/fashion shows ss27/IMG_0152.jpeg,191920,navy,blue,dominant,0.877,True,multiple,81,18,1.4,B026-P003;B022-P011;B022-P012;B023-P008;B026-P002;B024-P005;B026-P001;B047-P004,B024-P006;B033-P002;B049-P003;B044-P011;B036-P003;B046-P009;B026-P007;B042-P007
content/swipe/fashion shows ss27/IMG_0153.jpeg,B6B0B3,light grey,grey,dominant,0.801,False,layer,6,21,4.8,B060-P006;B058-P005;B041-P004;B043-P002;B059-P002;B011-P006,B048-P001;B046-P003;B019-P004;B042-P020;B001-P001;B009-P001;B021-P018;B054-P006
content/swipe/fashion shows ss27/IMG_0153.jpeg,B6B0B3,light grey,grey,dominant,0.801,False,top,21,34,1.2,B011-P007;B057-P003;B052-P002;B062-P002;B007-P001;B025-P001;B028-P014;B062-P015,B011-P008;B010-P001;B030-P001;B042-P024;B021-P012;B030-P003;B058-P007;B016-P003
content/swipe/fashion shows ss27/IMG_0153.jpeg,B6B0B3,light grey,grey,dominant,0.801,False,bottom,8,8,8.3,B048-P002;B042-P038;B015-P004;B007-P002;B021-P011;B011-P002;B021-P010;B042-P041,B042-P040;B048-P003;B042-P039;B062-P021;B044-P010;B051-P001;B050-P002;B051-P002
content/swipe/fashion shows ss27/IMG_0153.jpeg,B6B0B3,light grey,grey,dominant,0.801,False,dress,1,1,11.1,B042-P032,B042-P010
content/swipe/fashion shows ss27/IMG_0153.jpeg,B6B0B3,light grey,grey,dominant,0.801,False,shoes,1,3,8.8,B062-P017,B001-P004;B009-P004;B029-P002
