path,folder,type,what_it_shows,colour_words,brand_legible,composition,styled_how,open_note,hex1,share1,hex2,share2,hex3,share3,hex4,share4,hex5,share5,nearest_soft_autumn_anchor,anchor_delta_e,palette_confidence,confidence_reason,skin_share,subject_share,shortlist,suggested_name,width,height,bytes,format,opened
content/swipe/fashion shows ss27/IMG_0865.png,content/swipe/fashion shows ss27,visual,Runway look: camel jacket and matching trousers with a red collar detail,,,,,,2C2A2C,0.379,625453,0.309,857A7E,0.2,D8CFD0,0.108,,,warm charcoal,5.5,low,skin band 21% — overlaps dusty rose / salmon,0.215,0.522,no,,1908,2746,3479029,PNG,contact_sheet
content/swipe/fashion shows ss27/IMG_0866.png,content/swipe/fashion shows ss27,visual,Runway look: white top with dark wide trousers and a shoulder bag,,,,,,BAA9A2,0.408,2B2627,0.243,D7CCCA,0.218,606163,0.067,825B44,0.064,dusty rose,8.1,low,skin band 17% — overlaps dusty rose / salmon,0.175,0.513,no,,1908,2746,3186192,PNG,contact_sheet
content/swipe/fashion shows ss27/IMG_0867.png,content/swipe/fashion shows ss27,format,Vogue collection page: text column above a six-thumbnail gallery of navy and cream looks,,Vogue,,,,121112,0.242,CEC2BE,0.24,FEFEFE,0.239,AEA098,0.18,544E4B,0.098,warm charcoal,12.0,high,,0.036,0.964,no,,1908,2746,9003649,PNG,contact_sheet
content/swipe/fashion shows ss27/IMG_0868.png,content/swipe/fashion shows ss27,visual,Runway look: navy sleeveless wrap dress with a large bag,,,,,,B7A69E,0.328,232226,0.285,D1C1BE,0.215,4B4D4F,0.112,755540,0.061,dusty rose,8.0,low,skin band 17% — overlaps dusty rose / salmon,0.173,0.52,no,,1908,2746,2922332,PNG,contact_sheet
content/swipe/fashion shows ss27/IMG_0869.png,content/swipe/fashion shows ss27,visual,"Runway look: pale blue-green jacket over white trousers, sandy backdrop",,,,,,B58D65,0.292,BCAFA7,0.27,37393B,0.19,8E6A46,0.166,5C4025,0.081,camel,5.6,medium,skin band 11%,0.11,0.613,no,,1908,2746,3424735,PNG,contact_sheet
content/swipe/formats/IMG_0017.jpeg,content/swipe/formats,format,"Substack note, caption ""Colour inspiration — pistachio green, walnut brown, ivory and black"" over interior image grid",,,,,,1D1716,0.273,492819,0.235,A3A286,0.214,746857,0.147,CFC6BD,0.131,warm charcoal,10.0,high,,0.019,0.981,no,,1031,687,224614,JPEG,contact_sheet
content/swipe/formats/IMG_0018.jpeg,content/swipe/formats,visual,"Hazy blue-grey image of an open book on a misty surface, dreamlike",,,,,,6F8CBE,0.336,9BB6E7,0.259,4F699D,0.202,5E7AAB,0.201,,,muted teal,20.5,high,,0.0,1.0,no,,1437,960,222570,JPEG,contact_sheet
content/swipe/formats/IMG_0019.jpeg,content/swipe/formats,visual,"a framed PAINTING: window light falling across a bare interior wall, a pale panel leaning against it",ochre-gold light against deep umber shadow and a red-brown floor,,,"single light source, one geometric block of light, everything else in shadow",the only real artwork in the library and it is filed in formats/,C0AE7A,0.288,422F1F,0.268,60411E,0.166,956F33,0.143,2D211A,0.135,camel,6.9,high,,0.0,1.0,yes,,1487,1223,323073,JPEG,opened_reduced
content/swipe/formats/IMG_0020.png,content/swipe/formats,format,"Dark long-form text post, headed journaling guide with numbered step sections",,,,,,414141,0.225,646464,0.22,222222,0.214,8A8A8A,0.194,B5B5B5,0.146,warm charcoal,4.7,low,little left after background removal,0.0,0.145,no,,1908,2746,414033,PNG,contact_sheet
content/swipe/formats/IMG_0021.jpeg,content/swipe/formats,format,"Substack note with three-image row: a shoe, a small object, a street scene",,,,,,C6BFB5,0.298,9B9DA1,0.227,847365,0.185,18191A,0.171,4D4A47,0.119,stone,3.8,medium,skin band 7%,0.068,0.932,no,,1861,682,298835,JPEG,contact_sheet
content/swipe/formats/IMG_0022.jpeg,content/swipe/formats,format,Substack note with grid of canal and old-town travel photos,,,,,,524C42,0.291,1D1D1B,0.266,919085,0.206,E4E8E4,0.168,8E9765,0.069,warm charcoal,8.0,high,,0.034,0.966,no,,1908,686,396819,JPEG,contact_sheet
content/swipe/formats/IMG_0023.jpeg,content/swipe/formats,format,"Dark Substack note with two images: blonde hair from behind, white flowers",,,,,,32332E,0.438,111112,0.323,645C4E,0.105,BAA588,0.093,D4D4CF,0.041,warm charcoal,3.8,high,,0.001,0.999,no,,1842,690,223532,JPEG,contact_sheet
content/swipe/formats/IMG_0024.jpeg,content/swipe/formats,format,Substack note with three images of laid tables and interiors,,,,,,1A191A,0.24,73706A,0.213,9F9F9F,0.197,463E35,0.177,E2E1DD,0.174,warm charcoal,9.9,high,,0.004,0.996,no,,1908,672,213444,JPEG,contact_sheet
content/swipe/formats/IMG_0025.png,content/swipe/formats,format,"Substack post ""Made the Closet Cut: August Edition"", body text above outfit photo grid",,,,,,303030,0.317,BCB2A6,0.31,6E6C6B,0.228,5E3834,0.126,,,warm charcoal,3.8,medium,background dominates frame,0.033,0.257,no,,1908,2746,3804324,PNG,contact_sheet
content/swipe/formats/IMG_0026.jpeg,content/swipe/formats,format,"Substack note with three images: a handbag, an interior, a blank white frame",,,,,,A18E70,0.242,DBD6CF,0.22,5A4D37,0.217,1F1C1B,0.214,626573,0.107,warm taupe,3.1,high,,0.017,0.983,no,,1908,696,296876,JPEG,contact_sheet
content/swipe/formats/IMG_0027.jpeg,content/swipe/formats,format,"Substack note with three images: a jug, a hand holding a plant, flip flops",,,,,,ACAAA3,0.367,232728,0.218,5C402D,0.174,A5815F,0.123,6F6A60,0.118,stone,10.2,medium,skin band 11%,0.108,0.892,no,,1908,685,216443,JPEG,contact_sheet
content/swipe/formats/IMG_0028.jpeg,content/swipe/formats,format,"Substack post section ""Where we Stayed"" with a hotel lobby interior photo",,,,,,1D1919,0.303,7F7F7C,0.215,A58868,0.168,5D4129,0.159,BED1DB,0.155,warm charcoal,9.5,high,,0.015,0.985,no,,1595,2165,852124,JPEG,contact_sheet
content/swipe/formats/IMG_0029.jpeg,content/swipe/formats,format,Substack note with images of a café table and pink paper items,,,,,,CAC2B3,0.366,9C9086,0.18,383333,0.171,6A5D57,0.166,BCB1C6,0.116,stone,3.3,medium,skin band 8%,0.077,0.568,no,,1908,735,278164,JPEG,contact_sheet
content/swipe/formats/IMG_0030.jpeg,content/swipe/formats,format,"Substack note with three images: marbled paper, draped fabric, carved facade",,,,,,918465,0.249,645A48,0.247,181819,0.206,CEC0A7,0.162,412C25,0.136,warm mid grey,7.6,high,,0.0,1.0,no,,1908,665,246381,JPEG,contact_sheet
content/swipe/formats/IMG_0031.png,content/swipe/formats,format,"App post: numbered point, italic follow-up line, then dense collage of clothes, bags, accessories","Cream, chocolate brown, black, mid denim blue; warm neutrals with one blue break",,,"Short numbered headline, italic expansion sentence, one tall mosaic collage, engagement bar below","Claim first, proof underneath — the collage reads as evidence without extra copy",DFD8CF,0.366,B5997F,0.231,231F1E,0.143,6D4D3C,0.133,56575C,0.127,stone,2.7,medium,skin band 8%,0.085,0.495,yes,,1908,2746,3309660,PNG,opened_reduced
content/swipe/formats/IMG_0032.png,content/swipe/formats,format,"Substack post ""What early fall looks like"", text above outfit photo grid",,,,,,655E56,0.302,302E35,0.213,A1A2A4,0.201,EAE8E7,0.179,67421E,0.106,warm charcoal,13.9,high,,0.051,0.571,no,,1908,2746,3106860,PNG,contact_sheet
content/swipe/formats/IMG_0033.png,content/swipe/formats,artwork,"a tarot card illustration, ""THE SUN"" (XIX), inside a Substack post: sun face, child on a grey horse, sunflowers, red banner","golden yellow and red against sky blue; high chroma, high contrast",,,full-width card image under two paragraphs of body text,an artwork whose palette is the exact opposite of the newsletter palette — useful as a contrast case,10312E,0.498,728A8F,0.157,CAA666,0.127,F2F2ED,0.112,783424,0.106,deep teal,15.2,medium,top cluster 50% — may still be a studio backdrop,0.01,0.99,yes,,1908,2746,3837166,PNG,opened_reduced
content/swipe/formats/IMG_0034.png,content/swipe/formats,visual,"looking down at black studded lace-up shoes on dark indigo jeans, on grey concrete steps with bright yellow painted edges",near-black and indigo against concrete grey with one hot yellow line,,,"overhead, feet at an angle, the yellow line running diagonally across",a street palette found by accident — the nature-palette format without nature,85868C,0.27,131621,0.211,EBD885,0.197,ACB1BF,0.176,515663,0.146,warm mid grey,9.3,high,,0.001,0.999,yes,,1908,2746,15991020,PNG,opened_reduced
content/swipe/formats/IMG_0035.png,content/swipe/formats,visual,Photo of printed pages with handwritten annotations spread on a wooden table with a pen,,,,,,BFC0C0,0.49,644524,0.188,8F7450,0.187,E1B569,0.07,040303,0.064,stone,7.3,medium,top cluster 49% — may still be a studio backdrop,0.0,1.0,no,,1908,2746,14383917,PNG,contact_sheet
content/swipe/formats/IMG_0036.png,content/swipe/formats,visual,"Model in tan blouson, petrol blue draped top, long tiered olive-gold patterned skirt","Mustard-tan and olive gold against petrol blue, black ground, narrow warm range",,,"Cropped boxy jacket over floor-length fluid skirt; open front, long trailing ties, beaded necklace",Short stiff top half against a huge soft skirt makes proportion the whole story,44321F,0.283,181739,0.241,8A6738,0.183,5D5D7A,0.154,B4B4BD,0.139,chocolate,2.8,high,,0.002,0.566,yes,,1908,2746,11419649,PNG,opened_reduced
content/swipe/formats/IMG_0037.jpeg,content/swipe/formats,format,Dark Substack note with a small grid of garment images,,,,,,171414,0.43,D4C9B7,0.195,6C5A4D,0.157,B39A73,0.147,363F53,0.071,warm charcoal,11.0,high,,0.009,0.595,no,,1908,699,210784,JPEG,contact_sheet
content/swipe/formats/IMG_0038.png,content/swipe/formats,format,"Substack post ""Letter No. 147 – Five Women, Five Fall Wish Lists"" with image grid and sign-off",,,,,,DAD3BE,0.575,65625A,0.153,9BA3A3,0.145,2F2D27,0.118,,,stone,4.1,medium,background dominates frame; top cluster 57% — may still be a studio backdrop,0.005,0.297,no,,1908,2746,1312301,PNG,contact_sheet
content/swipe/formats/IMG_0039.png,content/swipe/formats,format,"Substack post ""A silver story: From day to night"" with outfit photos and body text",,,,,,726D67,0.252,3D362E,0.226,B5B3AE,0.218,C9C39B,0.164,747243,0.14,warm mid grey,9.2,medium,background dominates frame,0.006,0.271,no,,1908,2746,4405236,PNG,contact_sheet
content/swipe/formats/IMG_0040.png,content/swipe/formats,format,Substack post layout with full-width photo of a model in a black coat and sunglasses,,,,,,29292A,0.33,777675,0.266,484748,0.19,C4BDB8,0.149,78433C,0.065,warm charcoal,5.7,low,little left after background removal,0.107,0.102,no,,1908,2746,1653418,PNG,contact_sheet
content/swipe/formats/IMG_0041.png,content/swipe/formats,product,"ARKET product page: beige knee-length coat worn with dark trousers, wordmark legible",,ARKET,,,,D7C7AD,0.44,151314,0.341,B4A084,0.101,131C36,0.059,6B5C52,0.059,stone,5.6,medium,background dominates frame,0.002,0.297,no,layer_stone_arket_beige_knee-length_coat,1908,2746,1487648,PNG,contact_sheet
content/swipe/formats/IMG_0042.png,content/swipe/formats,product,ARKET product page: wide light-blue jeans over brown shoes,,ARKET,,,,4F6B8D,0.377,243B58,0.264,151112,0.206,443A39,0.087,949CA8,0.066,petrol,14.3,high,,0.0,0.454,no,bottom_petrol_arket_wide_light-blue_jeans,1908,2746,4644694,PNG,contact_sheet
content/swipe/formats/IMG_0043.png,content/swipe/formats,product,ARKET product page: white t-shirt tucked into blue jeans with a dark belt,,ARKET,,,,60789B,0.366,39537A,0.239,141314,0.202,9A5F45,0.12,C1BAB9,0.073,petrol,18.3,medium,background dominates frame,0.112,0.401,no,bottom_petrol_arket_white_t-shirt_tucked,1908,2746,4783729,PNG,contact_sheet
content/swipe/formats/IMG_0044.png,content/swipe/formats,format,Substack post with full-width photo of a person from behind in white shirt and dark trousers,,,,,,37322D,0.31,A49789,0.225,645B53,0.222,DECCB2,0.181,D2D2D7,0.063,warm charcoal,1.5,low,little left after background removal,0.071,0.179,no,,1908,2746,10337475,PNG,contact_sheet
content/swipe/formats/IMG_0045.png,content/swipe/formats,product,Massimo Dutti product page: pointed black mules shown from several angles,,Massimo Dutti,,,,1B1717,0.446,5D5553,0.168,3C3332,0.135,C0BFBE,0.132,8F8580,0.119,warm charcoal,10.1,low,little left after background removal,0.016,0.134,no,,1908,2746,1063436,PNG,contact_sheet
content/swipe/formats/IMG_0058.png,content/swipe/formats,format,Substack notes feed with runway and model images and a related-notes strip,,,,,,D0C5B5,0.307,33302C,0.306,AB9169,0.166,6A5137,0.118,767570,0.104,stone,2.8,medium,background dominates frame,0.034,0.253,no,,1908,2746,5176539,PNG,contact_sheet
content/swipe/formats/IMG_0059.jpeg,content/swipe/formats,visual,Runway look: cream bra-style top with a dark column midi skirt,,,,,,A69878,0.303,342F29,0.253,CCBEA3,0.189,6F6753,0.161,694637,0.093,warm taupe,4.1,medium,background dominates frame,0.056,0.395,no,,1395,2570,684880,JPEG,contact_sheet
content/swipe/formats/IMG_0060.jpeg,content/swipe/formats,visual,Runway look: black structured peplum top over a dark skirt,,,,,,A59979,0.308,312D2A,0.206,C3B899,0.184,81775E,0.161,5D4D3F,0.141,warm taupe,4.9,medium,background dominates frame,0.097,0.338,no,,1459,2574,744883,JPEG,contact_sheet
content/swipe/formats/IMG_0061.jpeg,content/swipe/formats,visual,Black ruffled peplum top over sheer long black skirt with pale ruffled hem,"Near-black throughout with ivory hem and neckline flash, contrast only at edges",,,Tiered ruffle at waist echoed by hem ruffle; sheer skirt over visible body line,One pale edge on an all-black look draws the eye to movement,322D2B,0.331,A89B7B,0.201,85795F,0.191,604E3E,0.15,D3C5A9,0.127,warm charcoal,3.2,medium,background dominates frame,0.053,0.37,yes,,1686,2557,381734,JPEG,opened_reduced
content/swipe/formats/IMG_0062.png,content/swipe/formats,format,"Substack profile page for ""styledandplated"" with subscribe bar and notes image grid",,,,,,D3C9BC,0.315,2C2C2E,0.249,717173,0.169,AE885A,0.162,673A2A,0.106,stone,1.5,medium,background dominates frame,0.049,0.296,no,,1908,2746,2771690,PNG,contact_sheet
content/swipe/formats/IMG_0063.png,content/swipe/formats,format,Substack post: street-style photo collage above several paragraphs of body text,,,,,,B1AAA0,0.312,F9F8F8,0.233,73706F,0.217,3C3431,0.193,458F6F,0.045,warm taupe,9.0,high,,0.018,0.496,no,,1908,2746,2894557,PNG,contact_sheet
content/swipe/formats/IMG_0064.jpeg,content/swipe/formats,format,Dark Substack note with a short comment thread under a small image,,,,,,292828,0.401,403E3E,0.312,5E5D5C,0.14,878383,0.101,B5B4B3,0.047,warm charcoal,5.4,low,little left after background removal,0.0,0.176,no,,1908,1403,229022,JPEG,contact_sheet
content/swipe/formats/IMG_0065.jpeg,content/swipe/formats,format,Substack note with a grid of garden and plant photos,,,,,,26221A,0.329,675F47,0.195,968D7E,0.184,AC865F,0.183,D0C7C5,0.11,warm charcoal,7.0,medium,skin band 9%,0.095,0.905,no,,1908,850,320919,JPEG,contact_sheet
content/swipe/formats/IMG_0066.png,content/swipe/formats,visual,back view of a woman in an open-backed tan wrap dress standing in tall ornamental grasses,"warm tan against olive and straw; very low contrast, close hues",,"FIBRE NOT DECLARED — reads as suede, but a colour test cannot tell suede from anything else","halter back, buckle at the waist, wrapped overlapping skirt with a front split","garment and setting share one colour family, so shape has to carry the picture",80703F,0.334,4B441D,0.283,DDA264,0.203,141509,0.13,A8A599,0.049,moss,12.9,high,,0.0,1.0,yes,,1908,2746,16519882,PNG,opened_reduced
content/swipe/formats/IMG_0067.png,content/swipe/formats,visual,"Woman on pavement in oversized dark knit, dark jeans, black bag, flat sandals","All-black outfit against grey corrugated shutter, tonal, single narrow lightness gap",,,"Slouchy oversized sweater over straight long jeans; bag high on shoulder, flat shoes, dark sunglasses",Proves an all-dark outfit works when volumes differ and background stays grey,8B8C91,0.294,616063,0.185,36373D,0.178,1A1B21,0.177,B6BABE,0.165,warm mid grey,9.3,high,,0.009,0.991,yes,,1908,2746,14473887,PNG,opened_reduced
content/swipe/formats/IMG_0068.jpeg,content/swipe/formats,format,Substack note with a grid of dark monochrome outfit images,,,,,,2F2C2A,0.372,F3F0EA,0.245,534F4B,0.139,867D73,0.131,C4BAAE,0.113,warm charcoal,3.5,high,,0.008,0.677,no,,1908,846,277038,JPEG,contact_sheet
content/swipe/formats/IMG_0069.jpeg,content/swipe/formats,format,Substack note showing a black oversized jacket listing with a red arrow annotation,,,,,,BEBFC3,0.31,D9D9DD,0.28,757D88,0.19,312D2F,0.189,E35442,0.03,stone,9.0,medium,background dominates frame,0.024,0.361,no,,1908,1182,166525,JPEG,contact_sheet
content/swipe/formats/IMG_0070.jpeg,content/swipe/formats,format,"Substack note ""The Quo"" with three full-length runway images",,,,,,B8A996,0.296,93826D,0.226,37281E,0.176,604B3B,0.157,E3E2DE,0.145,warm taupe,6.4,high,,0.031,0.654,no,,1908,846,163489,JPEG,contact_sheet
content/swipe/formats/IMG_0071.jpeg,content/swipe/formats,format,Substack note with a dense grid of small runway thumbnails,,,,,,D2C9BF,0.323,322C29,0.263,9C9086,0.152,5B5957,0.133,644A39,0.129,stone,1.7,medium,skin band 7%,0.071,0.457,no,,1908,860,339286,JPEG,contact_sheet
content/swipe/formats/IMG_0072.jpeg,content/swipe/formats,format,Substack note with four runway look images side by side,,,,,,BCB9B1,0.327,3B343A,0.206,89827D,0.205,E9EBF0,0.167,7F3F2D,0.095,stone,6.1,medium,skin band 8%,0.079,0.611,no,,1908,851,295708,JPEG,contact_sheet
content/swipe/formats/IMG_0073.jpeg,content/swipe/formats,format,Substack note with three images: handbags and a red chair,,,,,,1A191B,0.368,AA291E,0.225,E3E1E3,0.166,ABA3A3,0.131,5E4539,0.11,warm charcoal,10.1,high,,0.053,0.947,no,,1908,841,190358,JPEG,contact_sheet
content/swipe/formats/IMG_0074.jpeg,content/swipe/formats,format,Substack note with images of necklaces and earrings on dark backgrounds,,,,,,511D24,0.268,341016,0.201,2C3241,0.199,B7B9B7,0.167,75768F,0.165,soft plum,12.0,high,,0.015,0.689,no,,1908,844,280183,JPEG,contact_sheet
content/swipe/formats/IMG_0075.jpeg,content/swipe/formats,format,Substack note with three full-length outfit photos,,,,,,989896,0.505,4C3F3C,0.243,CBD1DA,0.194,,,,,warm mid grey,8.7,medium,top cluster 51% — may still be a studio backdrop,0.012,0.688,no,,1908,934,245813,JPEG,contact_sheet
